FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.15,7.15,2,7.37,7.37,3,7.40,7.40,4,7.60,7.60
1,9.33,16.48,3,9.64,17.01,2,9.50,16.90,4,9.50,17.10
1,8.83,25.31,3,9.11,26.12,2,8.88,25.78,4,32.48,49.58
1,9.05,34.36,3,9.10,35.22,2,8.90,34.68,4,20.59,1:10.17
1,9.23,43.586,3,9.45,44.662,2,9.00,43.671,4,20.34,1:30.508
