GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
2,7.57,7.57,4,7.85,7.85,1,7.37,7.37,3,7.71,7.71
2,9.49,17.06,4,9.64,17.49,1,9.56,16.93,3,9.63,17.34
2,8.87,25.93,4,9.05,26.54,1,8.91,25.84,3,9.07,26.41
2,9.04,34.97,4,9.17,35.71,1,9.07,34.91,3,9.12,35.53
2,9.39,44.36,4,9.25,44.96,1,9.39,44.30,3,9.23,44.76
