Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
2,7.065,7.065,1,6.809,6.809,5,7.244,7.244,3,7.080,7.080,4,7.188,7.188
3,9.448,16.513,1,9.373,16.182,5,9.440,16.683,2,9.270,16.349,4,9.394,16.581
4,9.084,25.596,1,9.033,25.214,5,9.066,25.749,3,8.999,25.348,2,8.726,25.307
3,9.198,34.794,2,9.138,34.352,5,9.321,35.069,4,9.647,34.994,1,8.996,34.302
3,9.62,44.410,1,9.50,43.844,4,9.45,44.512,5,10.75,45.743,2,9.62,43.919
