Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME
1,6.83,6.83,2,6.99,6.99,3,7.04,7.04,4,7.25,7.25,5,7.45,7.45
1,8.69,15.52,2,8.61,15.60,3,8.76,15.80,4,8.85,16.10,5,8.91,16.36
1,8.28,23.80,2,8.29,23.89,3,8.32,24.12,4,8.45,24.55,5,8.49,24.85
1,8.35,32.15,2,8.33,32.22,3,8.41,32.53,4,8.45,33.00,5,8.81,33.66
1,8.57,40.72,2,8.78,41.00,3,8.64,41.17,4,8.62,41.62,5,8.99,42.65
