JUNG Hok Young POSITION,JUNG Hok Young LAP TIME,JUNG Hok Young ELAPSED TIME,SONG Jian POSITION,SONG Jian LAP TIME,SONG Jian ELAPSED TIME,Nurlibek BEISEEV POSITION,Nurlibek BEISEEV LAP TIME,Nurlibek BEISEEV ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
3,13.20,13.20,4,13.36,13.36,1,12.97,12.97,2,13.11,13.11,5,13.47,13.47
3,10.62,23.82,4,10.60,23.96,1,10.64,23.61,2,10.52,23.63,5,10.68,24.15
1,9.72,33.54,4,9.83,33.79,3,10.16,33.77,2,9.92,33.55,5,9.87,34.02
1,9.19,42.73,3,9.03,42.82,4,9.13,42.90,2,9.25,42.80,5,9.07,43.09
1,9.27,52.00,2,9.28,52.10,3,9.26,52.16,4,9.51,52.31,5,9.46,52.55
1,9.23,1:01.23,2,9.23,1:01.33,3,9.27,1:01.43,4,9.26,1:01.57,5,9.22,1:01.77
1,9.13,1:10.36,2,9.12,1:10.45,3,9.12,1:10.55,4,9.17,1:10.74,5,9.42,1:11.19
1,8.99,1:19.35,2,9.20,1:19.65,3,9.20,1:19.75,4,9.12,1:19.86,5,9.68,1:20.87
1,9.20,1:28.55,2,9.51,1:29.16,3,9.47,1:29.221,4,9.75,1:29.619,5,10.03,1:30.900
