KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME
2,13.40,13.40,3,13.51,13.51,1,13.26,13.26,4,13.53,13.53
2,10.45,23.85,3,10.46,23.97,1,10.45,23.71,4,10.53,24.06
2,10.37,34.22,3,10.35,34.32,1,10.37,34.08,4,10.30,34.36
2,9.73,43.95,4,9.84,44.16,1,9.80,43.88,3,9.68,44.04
2,9.53,53.48,4,9.66,53.82,1,9.51,53.39,3,9.56,53.60
2,9.94,1:03.42,4,9.82,1:03.64,1,9.92,1:03.31,3,9.92,1:03.52
2,9.91,1:13.33,4,9.90,1:13.54,1,9.92,1:13.23,3,9.91,1:13.43
2,9.94,1:23.27,3,9.82,1:23.36,1,9.95,1:23.18,4,10.04,1:23.47
2,10.10,1:33.363,3,10.29,1:33.642,1,10.13,1:33.309,4,10.25,1:33.714
