Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,15.37,15.37,2,15.49,15.49,3,15.58,15.58,4,15.70,15.70
1,12.53,27.90,2,12.54,28.03,3,12.61,28.19,4,12.62,28.32
2,11.15,39.05,3,11.18,39.21,4,11.24,39.43,1,10.54,38.86
2,9.64,48.69,3,9.58,48.79,4,9.66,49.09,1,9.73,48.59
2,9.79,58.48,3,9.78,58.57,4,9.80,58.89,1,9.77,58.36
2,9.65,1:08.13,3,9.66,1:08.23,4,9.83,1:08.72,1,9.67,1:08.03
2,9.56,1:17.69,3,9.56,1:17.79,4,10.49,1:19.21,1,9.55,1:17.58
2,9.56,1:27.25,3,9.58,1:27.37,4,10.76,1:29.97,1,9.66,1:27.24
3,9.84,1:37.087,2,9.71,1:37.074,4,11.09,1:41.052,1,9.72,1:36.952
