FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
1,7.07,7.07,4,7.41,7.41,5,7.42,7.42,2,7.10,7.10,3,7.39,7.39
2,9.00,16.07,5,9.63,17.04,4,9.16,16.58,1,8.80,15.90,3,8.84,16.23
2,8.42,24.49,5,9.07,26.11,4,8.82,25.40,1,8.50,24.40,3,8.50,24.73
2,8.55,33.04,5,9.25,35.36,4,9.05,34.45,1,8.53,32.93,3,8.47,33.20
2,8.76,41.80,5,9.45,44.81,4,9.50,43.95,1,8.81,41.74,3,8.69,41.89
