SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
2,12.65,12.65,3,12.78,12.78,1,12.57,12.57,4,12.94,12.94,5,13.21,13.21,6,13.33,13.33
1,9.49,22.14,2,9.44,22.22,3,9.66,22.23,4,9.53,22.47,5,9.43,22.64,6,9.46,22.79
1,9.56,31.70,2,9.57,31.79,3,9.65,31.88,4,9.51,31.98,5,9.43,32.07,6,9.36,32.15
1,9.53,41.23,2,9.52,41.31,3,9.54,41.42,6,9.64,41.62,5,9.54,41.61,4,9.37,41.52
1,9.57,50.80,2,9.59,50.90,3,9.57,50.99,6,9.66,51.28,5,9.62,51.23,4,9.60,51.12
1,9.45,1:00.25,2,9.43,1:00.33,3,9.47,1:00.46,5,9.37,1:00.65,6,9.49,1:00.72,4,9.48,1:00.60
1,9.34,1:09.59,2,9.38,1:09.71,3,9.38,1:09.84,4,9.28,1:09.93,6,9.45,1:10.17,5,9.34,1:09.94
1,9.29,1:18.88,2,9.33,1:19.04,3,9.34,1:19.18,4,9.51,1:19.44,6,9.54,1:19.71,4,9.50,1:19.44
1,9.46,1:28.34,2,9.36,1:28.40,3,9.75,1:28.93,5,10.29,1:29.739,6,10.05,1:29.761,4,9.61,1:29.05
