Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
2,7.43,7.43,1,7.31,7.31,3,7.55,7.55,4,7.71,7.71
2,9.59,17.02,1,9.60,16.91,3,9.62,17.17,4,9.61,17.32
2,9.29,26.31,1,9.34,26.25,3,9.28,26.45,4,9.31,26.63
2,9.55,35.86,1,9.56,35.81,3,9.57,36.02,4,9.52,36.15
1,9.69,45.549,2,9.77,45.579,3,9.71,45.722,4,9.82,45.970
