SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,7.00,7.00,2,7.16,7.16,3,7.34,7.34,4,7.50,7.50
1,8.95,15.95,2,8.94,16.10,3,9.00,16.34,4,8.96,16.46
1,8.75,24.70,2,8.78,24.88,3,8.69,25.03,4,8.66,25.12
1,8.86,33.56,2,8.95,33.83,3,8.81,33.84,4,8.87,33.99
1,9.03,42.587,4,29.92,1:03.750,3,9.26,43.095,2,8.95,42.938
