DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME
5,7.65,7.65,2,7.31,7.31,1,7.12,7.12,3,7.32,7.32,4,7.43,7.43
5,9.46,17.11,4,9.46,16.77,1,9.24,16.36,2,9.14,16.46,3,9.13,16.56
5,8.99,26.10,4,8.70,25.47,3,9.07,25.43,1,8.72,25.18,2,8.71,25.27
5,9.31,35.41,3,8.83,34.30,4,9.30,34.73,1,8.95,34.13,2,8.96,34.23
5,9.34,44.75,3,9.10,43.40,4,9.34,44.07,1,9.05,43.18,2,9.03,43.26
