Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME
3,14.26,14.26,2,14.00,14.00,4,14.43,14.43,1,13.77,13.77
3,9.72,23.98,2,9.85,23.85,4,9.74,24.17,1,9.95,23.72
3,9.77,33.75,2,9.74,33.59,4,9.69,33.86,1,9.75,33.47
3,9.63,43.38,2,9.66,43.25,4,9.64,43.50,1,9.76,43.23
3,9.51,52.89,2,9.47,52.72,1,9.19,52.69,4,10.00,53.23
3,9.25,1:02.14,2,9.29,1:02.01,1,9.20,1:01.89,4,9.85,1:03.08
3,9.16,1:11.30,2,9.16,1:11.17,1,9.19,1:11.08,4,10.01,1:13.09
3,9.23,1:20.53,2,9.26,1:20.43,1,9.15,1:20.23,4,10.44,1:23.53
3,9.64,1:30.162,2,9.59,1:30.020,1,9.44,1:29.666,4,11.01,1:34.531
