Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
3,7.08,7.08,1,6.76,6.76,2,6.90,6.90,4,7.20,7.20,5,7.31,7.31
3,9.13,16.21,1,8.85,15.61,2,8.79,15.69,4,9.14,16.34,5,9.33,16.64
3,8.66,24.87,1,8.51,24.12,2,8.54,24.23,4,8.66,25.00,5,8.49,25.13
3,8.70,33.57,1,8.54,32.66,2,8.55,32.78,5,9.21,34.21,4,9.03,34.16
3,9.01,42.575,1,8.67,41.326,2,8.73,41.508,5,9.73,43.935,4,9.24,43.397
