HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
1,12.030,12.030,3,12.260,12.260,2,12.220,12.220,4,12.390,12.390
1,9.140,21.170,2,9.070,21.330,3,9.240,21.460,4,9.150,21.550
2,9.430,30.610,3,9.290,30.630,1,9.120,30.580,4,9.240,30.800
2,8.790,39.400,3,8.870,39.510,1,8.680,39.260,4,8.840,39.640
2,8.730,48.140,3,8.720,48.230,1,8.840,48.110,4,8.810,48.450
2,8.870,57.010,3,8.870,57.100,1,8.850,56.960,4,8.850,57.300
2,8.830,1:05.840,3,8.900,1:06.000,1,8.810,1:05.770,4,9.030,1:06.330
2,9.090,1:14.940,3,8.960,1:14.960,1,9.070,1:14.840,4,8.920,1:15.260
2,9.050,1:23.990,3,9.170,1:24.140,1,9.130,1:23.970,4,9.290,1:24.550
