Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,6.665,6.665,2,6.858,6.858,3,7.030,7.030,4,7.189,7.189
1,8.914,15.579,2,8.894,15.751,3,8.763,15.793,4,8.794,15.983
3,8.636,24.215,2,8.458,24.210,1,8.398,24.190,4,8.523,24.507
3,8.686,32.901,1,8.619,32.828,2,8.661,32.851,4,8.756,33.262
1,8.529,41.430,3,8.986,41.814,2,8.921,41.772,4,8.944,42.206
