SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.87,6.87,2,7.04,7.04,3,7.16,7.16,4,7.30,7.30
1,9.04,15.91,2,9.01,16.05,3,8.99,16.15,4,8.99,16.29
1,8.57,24.48,4,9.29,25.34,3,8.72,24.87,2,8.57,24.86
1,8.67,33.15,4,8.96,34.30,3,8.72,33.59,2,8.68,33.54
1,8.87,42.019,4,9.06,43.352,2,8.94,42.524,3,9.09,42.630
