Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
2,7.125,7.125,1,6.974,6.974,3,7.177,7.177,4,7.381,7.381
2,9.286,16.411,1,9.290,16.264,4,9.475,16.651,3,9.234,16.615
2,8.965,25.375,1,8.807,25.070,4,8.935,25.586,3,8.910,25.524
4,9.131,34.505,1,8.641,33.710,3,8.912,34.497,2,8.817,34.340
3,9.37,43.872,1,9.31,43.017,0,,DQ,2,8.96,43.297
