KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,14.00,14.00,3,14.28,14.28,1,13.82,13.82,4,14.46,14.46
2,10.18,24.18,3,10.16,24.44,1,10.24,24.06,4,10.09,24.55
2,10.23,34.41,3,10.17,34.61,1,10.27,34.33,4,10.18,34.73
2,10.32,44.73,3,10.24,44.85,1,10.29,44.62,4,10.21,44.94
2,10.28,55.01,3,10.32,55.17,1,10.29,54.91,4,10.33,55.27
2,9.80,1:04.81,4,9.80,1:04.97,1,9.83,1:04.74,3,9.61,1:04.88
1,9.40,1:14.21,3,9.46,1:14.43,4,10.57,1:15.31,2,9.43,1:14.31
2,9.37,1:23.58,3,9.27,1:23.70,4,9.88,1:25.19,1,9.13,1:23.44
0,,PEN,2,9.69,1:33.384,3,11.08,1:36.265,1,9.38,1:32.816
