Toko NANRI POSITION,Toko NANRI LAP TIME,Toko NANRI ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Mariya ZINCHENKO POSITION,Mariya ZINCHENKO LAP TIME,Mariya ZINCHENKO ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
4,14.62,14.62,2,14.31,14.31,1,14.16,14.16,3,14.42,14.42
1,10.51,25.13,2,10.85,25.16,3,11.02,25.18,4,10.79,25.21
2,10.07,35.20,1,9.98,35.14,4,10.33,35.51,3,10.10,35.31
3,10.28,45.48,1,10.10,45.24,4,10.06,45.57,2,10.01,45.32
3,10.52,56.00,1,10.49,55.73,4,10.53,56.10,2,10.52,55.84
3,10.32,1:06.32,1,10.37,1:06.10,4,10.42,1:06.52,2,10.34,1:06.18
3,10.18,1:16.50,1,10.18,1:16.28,4,10.67,1:17.19,2,10.20,1:16.38
3,10.34,1:26.84,2,10.41,1:26.69,4,11.17,1:28.36,1,10.25,1:26.63
3,10.76,1:37.592,2,10.68,1:37.370,4,11.37,1:39.726,1,10.56,1:37.190
