Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
1,6.87,6.87,2,7.04,7.04,3,7.12,7.12,4,7.21,7.21
1,8.84,15.71,2,8.82,15.86,3,9.04,16.16,4,9.00,16.21
2,8.50,24.21,1,8.32,24.18,3,8.61,24.77,4,8.68,24.89
1,8.48,32.69,2,8.65,32.83,3,8.69,33.46,4,8.94,33.83
1,8.72,41.404,2,8.59,41.412,3,9.09,42.550,4,10.31,44.132
