XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.96,6.96,3,7.05,7.05,5,7.58,7.58,4,7.50,7.50,2,7.00,7.00
2,9.01,15.97,3,8.95,16.00,5,9.34,16.92,4,8.90,16.40,1,8.84,15.84
2,8.65,24.62,3,8.71,24.71,5,8.95,25.87,4,8.48,24.88,1,8.41,24.25
2,8.59,33.21,3,8.57,33.28,5,9.16,35.03,4,8.60,33.48,1,8.50,32.75
2,8.83,42.04,3,8.82,42.10,5,9.39,44.42,4,8.77,42.25,1,8.58,41.33
