VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
2,14.00,14.00,3,14.14,14.14,1,13.81,13.81,4,14.35,14.35
2,10.43,24.43,3,10.39,24.53,1,10.50,24.31,4,10.31,24.66
2,10.58,35.01,3,10.60,35.13,1,10.60,34.91,4,10.60,35.26
2,10.46,45.47,3,10.45,45.58,1,10.39,45.30,4,10.47,45.73
2,10.05,55.52,3,10.04,55.62,1,10.06,55.36,4,10.01,55.74
1,9.69,1:05.21,3,9.85,1:05.47,2,10.09,1:05.45,4,9.94,1:05.68
1,9.86,1:15.07,4,10.55,1:16.02,2,10.06,1:15.51,3,9.84,1:15.52
1,10.03,1:25.10,4,10.36,1:26.38,3,9.96,1:25.47,2,9.60,1:25.12
2,10.55,1:35.649,4,11.21,1:37.587,3,10.44,1:35.903,1,10.02,1:35.131
