KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
2,6.95,6.95,1,6.85,6.85,4,7.04,7.04,3,7.02,7.02
2,8.98,15.93,1,8.95,15.80,3,9.03,16.07,4,9.09,16.11
2,8.47,24.40,1,8.51,24.31,3,8.37,24.44,4,8.55,24.66
2,8.68,33.08,1,8.70,33.01,4,9.95,34.39,3,8.68,33.34
2,8.90,41.976,1,8.93,41.939,4,27.99,1:02.379,3,16.19,49.526
