Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
4,14.28,14.28,2,14.10,14.10,1,13.94,13.94,3,14.21,14.21
4,10.55,24.83,3,10.46,24.56,1,10.48,24.42,2,10.35,24.56
4,16.15,40.98,3,9.75,34.31,1,9.68,34.10,2,9.64,34.20
4,14.42,55.40,3,9.32,43.63,1,9.33,43.43,2,9.32,43.52
4,10.98,1:06.38,3,9.21,52.84,1,9.19,52.62,2,9.18,52.70
4,10.31,1:16.69,3,9.11,1:01.95,1,9.04,1:01.66,2,9.15,1:01.85
4,10.38,1:27.07,3,9.27,1:11.22,1,9.07,1:10.73,2,9.25,1:11.10
4,10.53,1:37.60,2,8.84,1:20.06,1,9.21,1:19.94,3,9.30,1:20.40
4,10.71,1:48.303,2,9.43,1:29.490,1,9.43,1:29.370,3,9.34,1:29.740
