Kira FLING POSITION,Kira FLING LAP TIME,Kira FLING ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
1,7.630,7.630,4,8.102,8.102,2,7.733,7.733,3,8.000,8.000
2,10.264,17.894,4,10.259,18.360,1,9.941,17.673,3,10.225,18.224
2,9.927,27.821,4,9.884,28.244,1,9.671,27.344,3,9.636,27.860
2,9.937,37.757,4,9.883,38.126,1,9.831,37.175,3,9.955,37.814
2,10.27,48.026,3,10.23,48.347,1,10.22,47.387,4,42.08,1:19.885
