J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
1,6.79,6.79,2,6.95,6.95,4,7.06,7.06,3,7.03,7.03
1,8.85,15.64,2,8.83,15.78,4,9.05,16.11,3,8.96,15.99
1,8.57,24.21,2,8.56,24.34,4,8.59,24.70,3,8.64,24.63
1,8.77,32.98,2,8.84,33.18,4,22.85,47.55,3,22.04,46.67
1,8.87,41.844,2,9.09,42.266,0,,PEN,3,12.13,58.794
