WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME
1,7.12,7.12,0,,,2,7.56,7.56,3,7.94,7.94
1,9.64,16.76,0,,,2,9.53,17.09,3,9.84,17.78
1,9.26,26.02,0,,,2,9.32,26.42,3,9.44,27.22
1,9.14,35.17,2,0.00,35.63,3,9.20,35.63,4,9.76,36.99
1,9.73,44.897,2,9.63,45.255,3,9.69,45.317,4,10.34,47.321
