Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME
3,7.37,7.37,5,7.52,7.52,2,7.07,7.07,1,6.91,6.91,3,7.37,7.37
5,9.86,17.23,4,9.42,16.94,2,9.01,16.08,1,8.75,15.66,3,8.81,16.18
5,9.23,26.46,4,8.73,25.67,2,8.39,24.47,1,8.38,24.04,3,8.45,24.63
5,9.18,35.64,4,8.64,34.31,2,8.50,32.97,1,8.54,32.58,3,8.46,33.09
5,9.38,45.02,4,8.79,43.10,2,8.81,41.78,1,8.65,41.23,3,8.82,41.91
