CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Daniela VLAEVA POSITION,Daniela VLAEVA LAP TIME,Daniela VLAEVA ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME
1,16.782,16.782,3,17.027,17.027,4,17.214,17.214,2,16.929,16.929
4,16.839,33.620,2,13.656,30.683,3,13.617,30.830,1,13.665,30.593
3,9.936,43.555,1,12.816,43.498,4,12.841,43.671,2,12.937,43.529
2,10.382,53.937,1,10.401,53.898,4,10.383,54.054,3,10.515,54.044
2,9.944,1:03.881,1,9.850,1:03.748,4,9.938,1:03.991,3,9.920,1:03.964
2,9.557,1:13.438,1,9.622,1:13.370,4,9.743,1:13.734,3,9.604,1:13.567
2,9.460,1:22.897,1,9.473,1:22.842,4,9.340,1:23.073,3,9.488,1:23.054
1,9.362,1:32.259,2,9.647,1:32.489,4,9.611,1:32.684,3,9.505,1:32.559
1,9.59,1:41.848,2,9.68,1:42.161,4,9.91,1:42.592,3,9.75,1:42.309
