Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.316,6.316,2,6.801,6.801,3,6.991,6.991,4,7.080,7.080
1,8.762,15.078,2,8.852,15.654,3,8.939,15.930,4,9.045,16.125
1,8.847,23.925,2,8.368,24.022,3,8.509,24.440,4,8.555,24.679
1,8.748,32.673,2,8.699,32.721,3,8.803,33.242,4,8.919,33.598
2,9.304,41.977,1,9.235,41.956,3,9.081,42.323,4,9.029,42.627
