Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME
1,6.81,6.81,3,7.27,7.27,2,7.02,7.02,4,7.45,7.45,5,7.56,7.56
1,9.12,15.93,3,9.37,16.64,2,9.07,16.09,4,9.28,16.73,5,9.22,16.78
1,8.68,24.61,5,8.98,25.62,2,8.65,24.74,3,8.80,25.53,4,8.78,25.56
1,8.84,33.45,5,9.09,34.71,2,8.90,33.64,3,8.88,34.41,4,8.95,34.51
1,9.01,42.453,5,9.22,43.929,2,8.92,42.560,3,8.90,43.309,4,8.92,43.430
