HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,LEE Hyeon-Sung POSITION,LEE Hyeon-Sung LAP TIME,LEE Hyeon-Sung ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME
0,13.118,13.118,0,13.029,13.029,0,12.968,12.968,0,13.178,13.178
0,9.921,23.039,0,9.844,22.874,0,9.990,22.958,0,9.955,23.133
0,10.006,33.045,0,9.863,32.737,0,9.907,32.865,0,9.939,33.072
0,9.596,42.640,0,9.650,42.387,0,9.627,42.493,0,9.691,42.762
0,9.112,51.752,0,9.060,51.447,0,9.423,51.916,0,9.324,52.086
0,9.072,1:00.824,0,9.518,1:00.965,0,9.305,1:01.220,0,9.141,1:01.227
0,9.440,1:10.264,0,9.162,1:10.127,0,9.298,1:10.518,0,9.284,1:10.511
0,9.436,1:19.699,0,9.457,1:19.584,0,9.914,1:20.431,0,9.579,1:20.090
0,,,0,,,0,,,0,,
