SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
1,6.78,6.78,2,7.02,7.02,5,7.44,7.44,3,7.25,7.25,4,7.28,7.28
1,8.98,15.76,4,9.27,16.29,5,9.37,16.81,3,9.03,16.28,2,8.70,15.98
1,8.38,24.14,4,9.01,25.30,5,8.83,25.64,3,8.80,25.08,2,8.40,24.38
1,8.39,32.53,4,9.08,34.38,5,8.88,34.52,3,8.99,34.07,2,8.37,32.75
1,8.64,41.17,5,25.34,59.729,4,9.15,43.671,3,9.19,43.269,2,8.59,41.34
