Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME
1,6.84,6.84,2,6.98,6.98,3,7.07,7.07,4,7.53,7.53
1,8.93,15.77,2,8.90,15.88,3,9.11,16.18,4,9.92,17.45
1,8.55,24.32,2,8.53,24.41,3,8.72,24.90,4,9.49,26.94
1,8.66,32.98,2,8.80,33.21,3,8.95,33.85,4,9.80,36.74
1,8.82,41.792,2,9.11,42.316,3,9.30,43.146,4,10.19,46.921
