FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
1,7.30,7.30,2,7.45,7.45,3,7.57,7.57,4,7.75,7.75
1,9.42,16.72,2,9.35,16.80,3,9.34,16.91,4,9.33,17.08
1,8.94,25.66,2,8.95,25.75,2,8.84,25.75,4,8.88,25.96
1,8.99,34.65,3,9.09,34.84,2,8.98,34.73,4,9.04,35.00
1,9.35,44.00,3,9.34,44.167,2,9.35,44.08,4,9.28,44.262
