Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.83,6.83,4,7.10,7.10,2,6.91,6.91,3,7.09,7.09
1,8.91,15.74,4,9.15,16.25,2,8.91,15.82,3,8.79,15.88
1,8.43,24.17,4,8.44,24.69,2,8.44,24.26,3,8.38,24.26
1,8.46,32.63,4,8.58,33.27,2,8.55,32.81,3,8.98,33.24
1,8.66,41.290,2,8.77,42.032,0,,PEN,3,9.08,42.318
