Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,12.22,12.22,2,12.24,12.24,3,12.47,12.47,4,12.57,12.57
1,9.34,21.56,2,9.43,21.67,3,9.28,21.75,4,9.29,21.86
1,9.13,30.69,2,9.12,30.79,3,9.15,30.90,4,9.18,31.04
1,8.98,39.67,2,8.97,39.76,3,8.96,39.86,4,8.95,39.99
1,8.87,48.54,2,8.87,48.63,3,8.89,48.75,4,8.85,48.84
1,8.74,57.28,2,8.76,57.39,3,8.77,57.52,4,8.82,57.66
1,8.85,1:06.13,2,8.85,1:06.24,3,8.78,1:06.30,4,8.97,1:06.63
1,8.91,1:15.04,2,8.92,1:15.16,3,8.96,1:15.26,4,9.30,1:15.93
1,9.01,1:24.041,2,8.99,1:24.150,3,9.09,1:24.344,4,9.71,1:25.636
