Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,6.92,6.92,2,7.05,7.05,3,7.19,7.19,4,7.52,7.52
1,9.10,16.02,2,9.27,16.32,3,9.16,16.35,4,9.20,16.72
1,8.70,24.72,2,8.84,25.16,3,9.05,25.40,4,8.78,25.50
1,8.81,33.53,2,8.95,34.11,3,9.03,34.43,4,8.97,34.47
1,9.03,42.560,3,9.29,43.396,2,8.97,43.393,4,9.33,43.791
