KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
3,7.340,7.340,1,7.170,7.170,2,7.310,7.310,4,7.440,7.440
2,9.530,16.880,1,9.540,16.710,3,9.590,16.900,4,9.760,17.210
3,8.920,25.800,1,8.880,25.590,2,8.900,25.800,4,9.100,26.320
1,8.690,34.500,3,9.040,34.630,2,8.760,34.560,4,9.290,35.610
1,8.850,43.360,3,9.170,43.800,2,8.970,43.540,4,9.550,45.160
