Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
4,14.15,14.15,5,14.32,14.32,2,13.95,13.95,1,13.85,13.85,3,14.05,14.05
4,10.75,24.90,5,10.72,25.04,1,10.60,24.55,2,10.80,24.65,3,10.69,24.74
4,10.08,34.98,5,10.07,35.11,1,10.10,34.65,2,10.09,34.74,3,10.13,34.87
4,9.99,44.97,5,9.95,45.06,1,10.02,44.67,2,10.02,44.76,3,9.98,44.85
4,9.53,54.50,5,9.56,54.62,1,9.56,54.23,2,9.55,54.31,3,9.57,54.42
5,9.52,1:04.02,4,9.28,1:03.90,1,9.31,1:03.54,2,9.33,1:03.64,3,9.34,1:03.76
5,9.37,1:13.39,4,9.32,1:13.22,1,9.23,1:12.77,2,9.21,1:12.85,3,9.30,1:13.06
5,9.42,1:22.81,4,9.42,1:22.64,1,9.07,1:21.84,2,9.33,1:22.18,3,9.47,1:22.53
5,9.99,1:32.802,4,9.73,1:32.379,1,9.27,1:31.11,2,9.70,1:31.88,3,9.68,1:32.216
