SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
1,6.89,,2,7.11,7.11,3,7.32,7.32,4,7.46,7.46
1,9.15,,2,9.04,16.15,3,8.93,16.25,4,9.02,16.48
1,8.62,,2,8.65,24.80,3,8.65,24.90,4,8.51,24.99
1,8.51,,2,8.42,33.22,3,8.52,33.42,4,8.58,33.57
1,8.73,,4,46.79,1:20.01,2,8.61,42.03,2,8.64,42.215
