Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Urban KALSEK POSITION,Urban KALSEK LAP TIME,Urban KALSEK ELAPSED TIME
1,6.980,6.980,3,7.230,7.230,4,7.460,7.460,2,7.070,7.070
1,9.320,16.300,4,9.490,16.730,3,9.260,16.720,2,9.640,16.710
1,9.010,25.310,4,9.550,26.280,2,9.510,26.240,3,9.520,26.240
1,9.170,34.490,3,9.450,35.740,2,9.330,35.580,4,9.510,35.760
1,9.380,43.880,3,9.860,45.600,2,9.780,45.360,4,10.310,46.070
