SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME
1,7.34,7.34,3,7.70,7.70,2,7.44,7.44,4,7.81,7.81
1,9.37,16.71,3,9.38,17.08,2,9.40,16.84,4,9.43,17.24
1,8.76,25.47,3,8.70,25.78,2,8.80,25.64,4,8.93,26.17
1,8.83,34.30,2,8.76,34.54,3,8.94,34.58,4,9.04,35.21
1,9.06,43.36,2,8.98,43.52,3,9.10,43.68,4,9.38,44.59
