Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME,Benjamin MACE POSITION,Benjamin MACE LAP TIME,Benjamin MACE ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
2,12.54,12.54,5,12.89,12.89,3,12.84,12.84,4,12.84,12.84,1,12.51,12.51
2,9.84,22.38,5,9.67,22.56,3,9.61,22.45,4,9.68,22.52,1,9.75,22.26
1,9.71,32.09,5,9.89,32.45,3,9.78,32.23,4,9.85,32.37,2,9.85,32.11
1,9.73,41.82,5,9.64,42.09,3,9.71,41.94,4,9.61,41.98,2,9.75,41.86
2,9.70,51.52,5,9.85,51.94,3,9.70,51.64,4,9.76,51.74,1,9.48,51.34
2,9.78,1:01.30,5,9.75,1:01.69,3,9.76,1:01.40,4,9.94,1:01.68,1,9.84,1:01.18
3,9.83,1:11.13,4,9.58,1:11.27,2,9.43,1:10.83,5,9.97,1:11.65,1,9.52,1:10.70
3,9.96,1:21.09,4,9.97,1:21.24,2,9.23,1:20.06,5,10.57,1:22.22,1,9.23,1:19.93
3,10.29,1:31.380,4,10.16,1:31.395,2,9.42,1:29.475,5,11.38,1:33.600,1,9.46,1:29.390
