CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,YANG Bo-Kai POSITION,YANG Bo-Kai LAP TIME,YANG Bo-Kai ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
4,12.92,12.92,3,12.80,12.80,5,13.04,13.04,2,12.68,12.68,1,12.57,12.57
4,9.88,22.80,1,9.68,22.48,5,9.93,22.97,3,10.04,22.72,2,10.01,22.58
4,9.48,32.28,1,9.47,31.95,5,9.58,32.55,3,9.44,32.16,2,9.48,32.06
4,9.26,41.54,2,9.38,41.33,5,9.69,42.24,3,9.27,41.43,1,9.22,41.28
4,9.29,50.83,2,9.31,50.64,5,9.96,52.20,3,9.30,50.73,1,9.28,50.56
4,9.16,59.99,2,9.14,59.78,5,10.23,1:02.43,3,9.15,59.88,1,9.15,59.71
4,8.83,1:08.82,1,8.83,1:08.61,5,10.57,1:13.00,3,8.87,1:08.75,2,8.93,1:08.64
3,8.91,1:17.73,1,8.92,1:17.53,5,10.98,1:23.98,2,8.87,1:17.62,4,9.09,1:17.73
3,9.15,1:26.876,2,9.06,1:26.583,5,11.93,1:35.901,1,8.86,1:26.477,4,9.48,1:27.203
