KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME
4,13.76,13.76,1,13.59,13.59,2,13.68,13.68,5,13.86,13.86,2,13.68,13.68
4,10.20,23.96,2,10.20,23.79,3,10.21,23.89,5,10.20,24.06,1,9.98,23.66
4,10.09,34.05,2,10.13,33.92,3,10.13,34.02,5,10.11,34.17,1,10.16,33.82
5,9.84,43.89,1,9.45,43.37,3,9.52,43.54,4,9.65,43.82,2,9.68,43.50
3,9.38,53.27,1,9.56,52.93,2,9.51,53.05,5,9.67,53.49,4,9.87,53.37
3,9.49,1:02.76,1,9.60,1:02.53,2,9.57,1:02.62,5,9.64,1:03.13,4,9.64,1:03.01
3,9.60,1:12.36,1,9.64,1:12.17,2,9.62,1:12.24,5,9.80,1:12.93,4,9.57,1:12.58
3,9.65,1:22.01,1,9.60,1:21.77,2,9.62,1:21.86,5,10.38,1:23.31,4,9.80,1:22.38
3,9.62,1:31.639,1,9.68,1:31.45,2,9.65,1:31.51,5,11.16,1:34.476,4,10.22,1:32.605
