Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
2,7.43,7.43,1,7.30,7.30,3,7.57,7.57,4,7.81,7.81
2,9.37,16.80,1,9.39,16.69,3,9.33,16.90,4,9.42,17.23
2,8.82,25.62,1,8.80,25.49,3,8.82,25.72,4,8.81,26.04
2,8.91,34.53,1,8.95,34.44,3,8.95,34.67,4,8.84,34.88
2,9.16,43.677,1,9.17,43.590,3,,43.811,4,,43.814
