SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
4,7.038,7.038,1,6.687,6.687,2,6.843,6.843,3,6.888,6.888
4,9.031,16.070,1,8.965,15.652,3,9.105,15.947,2,9.022,15.910
2,8.430,24.500,1,8.567,24.218,3,8.638,24.585,4,8.704,24.614
2,8.513,33.012,1,8.722,32.941,4,8.609,33.194,3,8.521,33.135
4,17.538,50.550,1,8.982,41.922,2,8.888,42.082,3,9.090,42.225
