HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.77,6.77,2,6.94,6.94,3,6.99,6.99,4,7.16,7.16
1,8.86,15.63,2,8.81,15.75,3,8.96,15.95,4,8.94,16.10
1,8.35,23.98,2,8.33,24.08,4,8.63,24.58,3,8.37,24.47
1,8.48,32.46,2,8.53,32.61,4,8.96,33.54,3,8.55,33.02
1,8.72,41.171,2,8.78,41.390,4,9.19,42.730,3,8.72,41.739
