LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME
3,12.561,12.561,2,12.520,12.520,1,11.868,11.868,4,12.583,12.583
3,9.272,21.833,2,9.314,21.833,1,9.671,21.539,4,9.274,21.857
1,9.628,31.460,3,9.710,31.543,2,9.971,31.509,4,9.858,31.714
1,9.565,41.024,2,9.512,41.054,4,9.589,41.098,3,9.347,41.061
1,9.403,50.427,3,9.477,50.531,2,9.384,50.481,4,9.572,50.633
2,9.437,59.863,4,9.387,59.917,3,9.403,59.884,1,9.115,59.747
1,9.207,1:09.070,2,9.158,1:09.074,4,9.553,1:09.436,3,9.385,1:09.132
1,9.242,1:18.311,3,9.314,1:18.388,4,9.077,1:18.512,2,9.222,1:18.354
1,9.46,1:27.765,2,9.44,1:27.826,3,9.49,1:27.994,4,9.64,1:27.994
