WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME
1,15.24,15.24,2,15.36,15.36,3,15.37,15.37,4,15.48,15.48,5,15.51,15.51
2,11.80,27.04,3,11.76,27.12,4,11.86,27.23,1,11.45,26.93,5,11.85,27.36
1,11.20,38.24,3,11.24,38.36,4,11.21,38.44,2,11.42,38.35,5,11.22,38.58
2,10.29,48.53,1,9.99,48.35,4,10.30,48.74,3,10.27,48.62,5,10.27,48.85
2,10.00,58.53,1,10.06,58.41,4,10.00,58.74,3,10.03,58.65,5,9.99,58.84
1,9.53,1:08.06,3,9.74,1:08.15,4,9.73,1:08.47,2,9.50,1:08.15,5,9.73,1:08.57
1,9.29,1:17.35,3,9.31,1:17.46,5,9.72,1:18.19,2,9.29,1:17.44,4,9.49,1:18.06
1,8.93,1:26.28,2,8.94,1:26.40,5,9.65,1:27.84,3,9.16,1:26.60,4,9.68,1:27.74
1,9.13,1:35.407,2,9.12,1:35.520,5,9.86,1:37.699,3,9.22,1:35.817,4,9.71,1:37.450
