HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME
2,15.85,15.85,4,15.99,15.99,3,15.88,15.88,1,15.84,15.84
3,11.75,27.60,4,11.66,27.65,2,11.68,27.56,1,11.71,27.55
4,10.80,38.40,3,10.64,38.29,2,10.64,38.20,1,10.46,38.01
4,9.65,48.05,1,9.40,47.69,3,9.68,47.88,2,9.82,47.83
3,8.84,56.89,2,9.10,56.79,1,8.87,56.75,4,9.09,56.92
3,8.75,1:05.64,2,8.75,1:05.54,1,8.73,1:05.48,4,8.78,1:05.70
4,8.93,1:14.57,2,8.75,1:14.29,1,8.74,1:14.22,3,8.77,1:14.47
4,8.74,1:23.31,2,8.83,1:23.12,1,8.86,1:23.08,3,8.75,1:23.22
3,9.03,1:32.338,2,9.02,1:32.134,1,9.04,1:32.118,4,9.41,1:32.621
