Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME
1,6.80,6.80,4,7.36,7.36,2,6.92,6.92,3,7.07,7.07
1,9.10,15.90,4,9.14,16.50,2,9.09,16.01,3,9.03,16.10
1,8.39,24.29,4,8.32,24.82,3,8.46,24.47,2,8.36,24.46
1,8.86,33.15,4,8.91,33.73,3,9.09,33.56,2,8.77,33.23
1,8.82,41.964,4,8.63,42.360,3,8.70,42.255,2,8.85,42.074
