ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
1,7.12,7.12,2,7.33,7.33,3,7.37,7.37,4,7.55,7.55
1,9.69,16.81,4,9.82,17.15,3,9.72,17.09,2,9.39,16.94
1,9.21,26.02,4,9.19,26.34,3,9.14,26.23,2,9.18,26.12
1,9.30,35.32,4,9.26,35.60,3,9.24,35.47,2,9.28,35.40
1,9.47,44.786,4,9.43,45.028,3,9.41,44.880,2,9.42,44.814
