Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Martin JOHANSSON POSITION,Martin JOHANSSON LAP TIME,Martin JOHANSSON ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
1,6.471,6.471,3,6.997,6.997,4,7.066,7.066,2,6.772,6.772
1,9.207,15.678,4,22.855,29.852,3,9.409,16.474,2,9.149,15.921
2,8.878,24.555,4,15.515,45.367,3,8.775,25.248,1,8.559,24.480
1,8.865,33.420,4,11.886,57.253,3,9.122,34.370,2,9.163,33.642
1,9.65,43.068,4,12.55,1:09.799,3,10.25,44.619,2,9.55,43.185
