Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
4,13.62,13.62,3,13.54,13.54,2,13.37,13.37,1,13.26,13.26
4,10.12,23.74,3,10.09,23.63,1,10.06,23.43,2,10.26,23.52
4,9.69,33.43,3,9.73,33.36,2,9.83,33.26,1,9.64,33.16
4,9.76,43.19,3,9.72,43.08,2,9.71,42.97,1,9.74,42.90
4,9.40,52.59,3,9.40,52.48,2,9.42,52.39,1,9.40,52.30
4,9.28,1:01.87,3,9.27,1:01.75,2,9.27,1:01.66,1,9.28,1:01.58
4,9.21,1:11.08,3,9.21,1:10.96,1,9.13,1:10.79,2,9.21,1:10.79
4,9.12,1:20.20,2,8.98,1:19.94,1,9.08,1:19.87,3,9.16,1:19.95
4,9.48,1:29.677,2,9.38,1:29.319,1,9.34,1:29.204,3,9.44,1:29.387
