Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Sam van SPEYBROECK POSITION,Sam van SPEYBROECK LAP TIME,Sam van SPEYBROECK ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
1,13.12,13.12,3,13.36,13.36,4,13.52,13.52,5,13.53,13.53,2,13.24,13.24
1,10.22,23.34,4,11.04,24.40,3,10.18,23.70,5,24.69,38.22,2,10.21,23.45
1,10.24,33.58,4,9.87,34.27,3,10.11,33.81,5,14.51,52.73,2,10.23,33.68
1,10.13,43.71,4,9.86,44.13,3,10.15,43.96,5,11.94,1:04.67,2,10.14,43.82
1,9.90,53.61,4,9.93,54.06,3,9.98,53.94,5,10.69,1:15.36,2,9.91,53.73
1,9.65,1:03.26,3,9.82,1:03.88,4,10.23,1:04.17,5,10.79,1:26.15,2,9.65,1:03.38
1,9.33,1:12.59,3,10.16,1:14.04,4,10.50,1:14.67,5,10.98,1:37.13,2,9.37,1:12.75
1,9.34,1:21.93,3,10.70,1:24.74,4,10.84,1:25.51,5,10.96,1:48.09,2,9.35,1:22.10
1,9.54,1:31.468,3,11.36,1:36.092,4,10.80,1:36.305,5,10.93,1:59.011,2,9.62,1:31.712
