Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
3,13.06,13.06,2,12.98,12.98,1,12.84,12.84,4,13.19,13.19
3,10.52,23.58,2,10.53,23.51,4,10.87,23.71,1,9.99,23.18
3,9.59,33.17,2,9.59,33.10,4,9.47,33.18,1,9.79,32.97
4,9.68,42.85,1,9.30,42.40,3,9.50,42.68,2,9.43,42.40
4,9.04,51.89,1,9.12,51.52,3,9.06,51.74,2,9.19,51.59
4,9.02,1:00.91,1,9.06,1:00.58,3,9.03,1:00.77,2,9.07,1:00.66
4,9.08,1:09.99,1,8.88,1:09.46,3,8.93,1:09.70,2,8.90,1:09.56
4,9.40,1:19.39,1,8.70,1:18.16,3,8.71,1:18.41,2,8.68,1:18.24
4,9.80,1:29.187,1,8.69,1:26.848,3,8.82,1:27.230,2,8.69,1:26.925
