Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
1,12.57,12.57,2,12.72,12.72,4,12.85,12.85,3,12.83,12.83
1,10.07,22.64,3,10.13,22.85,4,10.05,22.90,2,9.82,22.65
1,9.86,32.50,3,9.87,32.72,4,9.94,32.84,2,9.96,32.61
1,9.91,42.41,3,9.91,42.63,4,9.89,42.73,2,9.90,42.51
1,9.80,52.21,3,9.77,52.40,4,9.78,52.51,2,9.75,52.26
1,9.46,1:01.67,3,9.41,1:01.81,4,9.49,1:02.00,2,9.48,1:01.74
1,9.45,1:11.12,3,9.62,1:11.43,4,9.52,1:11.52,2,9.52,1:11.26
1,9.42,1:20.54,3,9.60,1:21.03,4,9.69,1:21.21,2,9.39,1:20.65
1,9.64,1:30.171,3,9.73,1:30.760,4,9.80,1:31.002,2,9.63,1:30.273
