Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
1,12.13,12.13,2,12.64,12.64,3,12.93,12.93,4,13.17,13.17
1,9.42,21.55,2,9.13,21.77,3,9.15,22.08,4,9.41,22.58
1,9.20,30.75,2,9.26,31.03,3,9.16,31.24,4,9.20,31.78
1,9.50,40.25,2,9.44,40.47,3,9.43,40.67,4,9.75,41.53
1,9.52,49.77,2,9.57,50.04,3,9.69,50.36,4,10.13,51.66
1,9.84,59.61,2,10.03,1:00.07,3,9.83,1:00.19,4,10.40,1:02.06
1,10.31,1:09.92,2,10.39,1:10.46,3,10.39,1:10.58,4,10.86,1:12.92
1,10.20,1:20.12,2,10.83,1:21.29,3,10.91,1:21.49,4,11.69,1:24.61
1,10.85,1:30.966,2,11.14,1:32.424,3,11.01,1:32.497,4,11.85,1:36.453
