Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,13.95,13.95,3,14.07,14.07,2,14.06,14.06,4,14.25,14.25
1,11.21,25.16,2,11.15,25.22,3,11.23,25.29,4,11.28,25.53
2,10.69,35.85,1,10.48,35.70,3,10.71,36.00,4,10.64,36.17
2,10.32,46.17,1,10.35,46.05,3,10.29,46.29,4,10.28,46.45
2,10.20,56.37,1,10.16,56.21,3,10.20,56.49,4,10.17,56.62
2,9.72,1:06.09,1,9.81,1:06.02,3,9.70,1:06.19,4,9.73,1:06.35
2,9.33,1:15.42,1,9.29,1:15.31,3,9.35,1:15.54,4,9.23,1:15.58
2,9.13,1:24.55,1,9.13,1:24.44,4,9.28,1:24.82,3,9.03,1:24.61
3,9.34,1:33.887,1,9.31,1:33.743,4,9.25,1:34.062,2,9.26,1:33.862
