Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME
1,6.89,6.89,2,7.14,7.14,3,7.22,7.22,4,7.44,7.44
1,8.78,15.67,2,8.85,15.99,3,8.88,16.10,4,8.88,16.32
1,8.49,24.16,3,8.57,24.56,2,8.44,24.54,4,8.46,24.78
1,8.68,32.84,4,9.03,33.59,2,8.69,33.23,3,8.62,33.40
1,8.97,41.81,4,9.30,42.869,2,8.77,42.00,3,8.77,42.17
