Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Yaroslav KARPOUKHIN POSITION,Yaroslav KARPOUKHIN LAP TIME,Yaroslav KARPOUKHIN ELAPSED TIME
2,7.065,7.065,4,7.991,7.991,1,6.999,6.999,3,7.242,7.242
2,9.078,16.142,3,8.180,16.171,1,9.102,16.100,4,9.188,16.430
2,8.809,24.951,1,8.461,24.631,3,8.865,24.965,4,16.505,32.934
2,8.952,33.902,3,9.417,34.048,1,8.877,33.841,4,16.350,49.284
1,9.02,42.913,2,8.98,43.028,3,9.24,43.074,4,12.38,1:01.656
